timestamp,label,conf,p_neutro,p_miedo,p_ira,p_alegria
1767808563.2873983,neutro,0.6910,0.691037,0.255084,0.028584,0.025295
1767808564.2836392,neutro,0.6575,0.657469,0.285320,0.032660,0.024550
1767808565.3092926,neutro,0.6736,0.673578,0.268463,0.041095,0.016864
1767808566.3160977,neutro,0.7359,0.735892,0.209983,0.042674,0.011452
1767808567.3143806,neutro,0.7935,0.793501,0.151727,0.043369,0.011403
1767808568.277451,neutro,0.7787,0.778666,0.173058,0.036493,0.011784
1767808569.262639,neutro,0.7298,0.729781,0.228545,0.029946,0.011728
1767808570.2723782,neutro,0.6549,0.654904,0.322153,0.017303,0.005640
1767808571.2689884,neutro,0.6561,0.656132,0.332549,0.009638,0.001681
1767808572.307305,neutro,0.6147,0.614676,0.307803,0.048391,0.029130
1767808573.3050122,neutro,0.6432,0.643181,0.246337,0.077545,0.032937
1767808574.3059247,neutro,0.6460,0.646039,0.176367,0.143518,0.034076
1767808575.3021872,neutro,0.6790,0.679017,0.128509,0.157017,0.035457
1767808576.3139803,neutro,0.5949,0.594858,0.131745,0.236840,0.036557
1767808577.3076172,neutro,0.6213,0.621332,0.141355,0.222695,0.014618
1767808578.322257,neutro,0.6146,0.614648,0.136767,0.235238,0.013346
1767808579.3358755,neutro,0.6612,0.661156,0.158331,0.168515,0.011997
1767808580.3445153,neutro,0.6008,0.600773,0.235243,0.153562,0.010422
1767808581.3726614,neutro,0.5220,0.522005,0.395822,0.072898,0.009275
1767808582.3688087,miedo,0.5683,0.385283,0.568343,0.043177,0.003197
1767808583.400965,miedo,0.7296,0.270191,0.729567,0.000143,0.000100
1767808584.397629,miedo,0.8201,0.179836,0.820144,0.000012,0.000008
1767808585.3663747,miedo,0.8866,0.113351,0.886624,0.000013,0.000012
1767808586.3654387,miedo,0.9001,0.099821,0.900140,0.000027,0.000012
1767808587.4039283,miedo,0.9162,0.083772,0.916185,0.000031,0.000012
1767808588.4190397,miedo,0.9361,0.063827,0.936128,0.000033,0.000012
1767808589.4599285,miedo,0.9939,0.006063,0.993900,0.000033,0.000005
1767808590.480362,miedo,0.9955,0.004422,0.995547,0.000032,0.000000
1767808591.4874556,miedo,0.9958,0.004159,0.995822,0.000020,0.000000
1767808592.5283017,miedo,0.9964,0.003601,0.996382,0.000018,0.000000
1767808593.506795,miedo,0.9968,0.003202,0.996782,0.000016,0.000000
1767808594.5358648,miedo,0.9971,0.002882,0.997104,0.000014,0.000000
1767808595.576459,miedo,0.9976,0.002369,0.997620,0.000011,0.000000
1767808596.5891812,miedo,0.9970,0.003012,0.996979,0.000009,0.000000
1767808597.615158,miedo,0.9112,0.088696,0.911242,0.000050,0.000013
1767808598.6558,miedo,0.7686,0.231168,0.768627,0.000189,0.000016
1767808599.6824412,miedo,0.6788,0.318313,0.678815,0.002786,0.000086
1767808600.7202327,miedo,0.4907,0.485133,0.490743,0.023795,0.000328
1767808601.7306743,neutro,0.6219,0.621888,0.316870,0.060234,0.001008
1767808602.7420805,neutro,0.5365,0.536455,0.402328,0.060221,0.000996
1767808603.772814,miedo,0.5446,0.394352,0.544569,0.060086,0.000992
1767808604.783347,miedo,0.6339,0.307603,0.633916,0.057558,0.000923
1767808605.8266711,miedo,0.8221,0.140642,0.822128,0.036550,0.000681
1767808606.8375087,miedo,0.9972,0.002660,0.997225,0.000114,0.000001
1767808607.860258,miedo,0.9957,0.003234,0.995661,0.001100,0.000004
1767808608.9066272,miedo,0.9961,0.002637,0.996117,0.001241,0.000005
1767808609.9161284,miedo,0.9960,0.002707,0.996045,0.001243,0.000005
1767808610.931156,miedo,0.9856,0.013112,0.985641,0.001242,0.000005
1767808611.9429843,miedo,0.9825,0.016246,0.982510,0.001239,0.000005
1767808612.9088738,miedo,0.9846,0.015162,0.984607,0.000229,0.000002
1767808613.9226668,miedo,0.9523,0.037463,0.952296,0.004799,0.005441
1767808614.9326363,miedo,0.7796,0.197485,0.779648,0.014013,0.008854
1767808615.9484026,miedo,0.5994,0.323715,0.599364,0.058698,0.018224
1767808616.9430513,miedo,0.4703,0.358883,0.470341,0.060463,0.110313
1767808617.9605184,neutro,0.4418,0.441772,0.296476,0.067488,0.194263
1767808618.9653986,neutro,0.5506,0.550644,0.161214,0.065507,0.222635
1767808619.942862,neutro,0.5469,0.546907,0.168317,0.057126,0.227649
1767808620.9412024,neutro,0.5941,0.594057,0.163148,0.012461,0.230334
1767808621.9826944,neutro,0.6581,0.658087,0.192724,0.010698,0.138491
1767808622.9815452,neutro,0.6961,0.696139,0.245506,0.003769,0.054585
1767808624.0062647,neutro,0.6369,0.636934,0.341246,0.001042,0.020778
1767808625.0363152,miedo,0.5055,0.482032,0.505480,0.000137,0.012351
1767808626.079364,miedo,0.6826,0.317012,0.682575,0.000116,0.000297
1767808627.0529583,miedo,0.7776,0.222270,0.777567,0.000113,0.000050
1767808627.895344,miedo,0.8960,0.103955,0.896029,0.000010,0.000006
1767808628.909069,miedo,0.8418,0.149581,0.841761,0.000331,0.008327
1767808629.957568,miedo,0.6451,0.343230,0.645102,0.000401,0.011266
1767808631.0007753,neutro,0.5140,0.514036,0.473641,0.000457,0.011865
1767808632.0097034,neutro,0.6787,0.678672,0.300624,0.001187,0.019517
1767808633.055916,neutro,0.8281,0.828081,0.139155,0.002330,0.030434
1767808634.0943513,neutro,0.8755,0.875459,0.080324,0.002950,0.041267
1767808635.1145644,neutro,0.8535,0.853497,0.084535,0.004762,0.057207
1767808636.1264215,neutro,0.8285,0.828537,0.093355,0.006617,0.071492
1767808637.1479087,neutro,0.7824,0.782405,0.138647,0.008301,0.070647
1767808638.172177,neutro,0.7709,0.770940,0.148849,0.009982,0.070229
1767808639.1936505,neutro,0.7757,0.775724,0.142627,0.010566,0.071083
1767808640.1610215,neutro,0.7899,0.789926,0.147342,0.009352,0.053380
1767808641.1810756,neutro,0.8067,0.806712,0.139277,0.008496,0.045515
1767808642.1962926,neutro,0.8608,0.860795,0.084722,0.009662,0.044820
1767808643.218598,neutro,0.9026,0.902603,0.053226,0.008804,0.035367
1767808644.2319744,neutro,0.9096,0.909642,0.061592,0.010211,0.018555
1767808645.2594078,neutro,0.9095,0.909549,0.059207,0.013220,0.018024
1767808646.2920516,neutro,0.8944,0.894421,0.063100,0.029804,0.012675
1767808647.3258054,neutro,0.8751,0.875094,0.057511,0.060436,0.006960
1767808648.3615108,neutro,0.8873,0.887341,0.046413,0.060187,0.006059
1767808649.367797,neutro,0.7326,0.732611,0.031653,0.232550,0.003186
1767808650.3802493,neutro,0.6042,0.604207,0.026433,0.366494,0.002866
1767808651.3952296,ira,0.5166,0.464281,0.017353,0.516615,0.001751
1767808652.3785222,ira,0.6100,0.357109,0.030976,0.609999,0.001915
1767808653.3873384,ira,0.7622,0.195299,0.038536,0.762204,0.003961
1767808654.4025073,ira,0.7226,0.230424,0.042388,0.722564,0.004624
1767808655.4325056,ira,0.6048,0.342539,0.040631,0.604806,0.012024
1767808656.4719183,neutro,0.4989,0.498928,0.035449,0.444311,0.021312
1767808657.4995513,neutro,0.6283,0.628293,0.027409,0.322650,0.021648
1767808658.5270214,neutro,0.7700,0.769971,0.017181,0.193210,0.019638
1767808659.5580657,neutro,0.7268,0.726788,0.011263,0.243193,0.018756
1767808660.5187805,neutro,0.6353,0.635338,0.010898,0.342705,0.011059
1767808661.562883,neutro,0.5436,0.543560,0.010886,0.444308,0.001247
1767808662.5861888,neutro,0.5045,0.504522,0.000955,0.494156,0.000366
1767808663.599712,neutro,0.5084,0.508433,0.000463,0.490913,0.000191
1767808664.6118786,neutro,0.6624,0.662354,0.000471,0.337085,0.000089
1767808665.6377368,neutro,0.7453,0.745333,0.000269,0.254330,0.000068
1767808666.6771014,neutro,0.8197,0.819747,0.000242,0.179964,0.000047
1767808667.7002437,neutro,0.8395,0.839543,0.000200,0.160142,0.000115
1767808668.7194252,neutro,0.8334,0.833387,0.000165,0.166126,0.000322
1767808669.7213287,neutro,0.8440,0.843970,0.000142,0.155407,0.000481
1767808670.7476559,neutro,0.8624,0.862359,0.000160,0.136963,0.000517
1767808671.7557983,neutro,0.8790,0.879017,0.000180,0.120254,0.000548
1767808672.7706232,neutro,0.8943,0.894253,0.000164,0.105114,0.000469
1767808673.797968,neutro,0.9060,0.905993,0.000211,0.093537,0.000259
1767808675.3013396,neutro,0.9129,0.912910,0.000300,0.086681,0.000108
1767808676.292932,neutro,0.9195,0.919512,0.000344,0.080077,0.000068
1767808677.33175,neutro,0.9270,0.926977,0.000376,0.072620,0.000027
1767808678.3294146,neutro,0.9342,0.934162,0.000484,0.065327,0.000027
1767808679.3383646,neutro,0.9348,0.934768,0.000496,0.064714,0.000023
1767808680.3177736,neutro,0.8463,0.846304,0.000444,0.153232,0.000019
1767808681.3434496,neutro,0.7466,0.746615,0.000612,0.252430,0.000344
1767808682.3529744,neutro,0.7031,0.703145,0.044079,0.251053,0.001724
1767808683.3653553,neutro,0.5221,0.522064,0.238680,0.237536,0.001720
1767808684.3749928,miedo,0.4170,0.358758,0.417013,0.222511,0.001718
1767808685.396651,miedo,0.6148,0.263772,0.614763,0.119758,0.001707
1767808686.4102774,miedo,0.8009,0.188577,0.800907,0.009133,0.001383
1767808687.3927705,miedo,0.9255,0.074345,0.925475,0.000178,0.000002
1767808688.4365232,miedo,0.8986,0.101240,0.898586,0.000172,0.000002
1767808689.4327657,miedo,0.8693,0.130465,0.869299,0.000230,0.000005
1767808690.4458323,miedo,0.6777,0.317552,0.677721,0.004721,0.000006
1767808691.4530685,miedo,0.4914,0.447385,0.491441,0.060980,0.000194
1767808692.4801676,neutro,0.5457,0.545701,0.323345,0.129898,0.001056
1767808693.475679,neutro,0.7050,0.704984,0.155508,0.137845,0.001663
1767808694.4808242,neutro,0.8384,0.838425,0.006397,0.150949,0.004230
1767808695.507291,neutro,0.7879,0.787878,0.000434,0.205316,0.006372
1767808696.548359,neutro,0.7762,0.776229,0.001888,0.215093,0.006790
1767808697.6054852,neutro,0.6626,0.662558,0.001953,0.329444,0.006045
1767808698.6109588,neutro,0.5052,0.505220,0.001983,0.487295,0.005502
1767808699.6258132,neutro,0.5092,0.509247,0.002017,0.485731,0.003006
1767808700.6647182,neutro,0.5638,0.563841,0.001794,0.433469,0.000896
1767808701.707098,neutro,0.5708,0.570772,0.000263,0.426681,0.002284
1767808702.746623,neutro,0.6617,0.661662,0.000371,0.334816,0.003151
1767808703.7876058,neutro,0.8218,0.821810,0.000740,0.174311,0.003138
1767808704.8707085,neutro,0.8156,0.815600,0.000755,0.180506,0.003139
1767808705.9170482,neutro,0.7735,0.773498,0.001347,0.221679,0.003475
1767808706.942143,neutro,0.7474,0.747449,0.001321,0.249021,0.002208
1767808707.9878066,neutro,0.7395,0.739469,0.001220,0.254731,0.004580
1767808709.018319,neutro,0.6585,0.658468,0.000799,0.335917,0.004816
1767808710.0517356,neutro,0.6163,0.616268,0.000741,0.378162,0.004829
1767808711.1059601,neutro,0.6041,0.604097,0.000383,0.385115,0.010404
1767808712.1648793,neutro,0.5231,0.523125,0.000909,0.351757,0.124209
1767808713.2208066,neutro,0.4380,0.438005,0.145798,0.295231,0.120965
1767808714.264032,neutro,0.3572,0.357249,0.253180,0.268831,0.120739
1767808715.3057282,neutro,0.3655,0.365514,0.255170,0.258617,0.120699
1767808716.3534665,neutro,0.3741,0.374109,0.254994,0.255866,0.115031
1767808717.3844695,neutro,0.4668,0.466789,0.254775,0.277181,0.001256
1767808718.419733,neutro,0.6398,0.639761,0.109829,0.247353,0.003057
1767808719.4507182,neutro,0.8056,0.805574,0.002503,0.187810,0.004113
1767808720.4833813,neutro,0.8567,0.856669,0.000510,0.138719,0.004103
1767808721.5213826,neutro,0.9052,0.905174,0.000424,0.088967,0.005435
1767808722.5887773,neutro,0.9247,0.924704,0.000159,0.015978,0.059158
1767808723.5911636,neutro,0.7840,0.783997,0.000219,0.006306,0.209479
