timestamp,ecg,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z,ecg_smooth
1761860677.8061738,1608,0.004293600718180339,-0.350323090950648,-0.23617709179719285,0.005705138047536214,-0.37077389160792035,-0.21456827720006302,0.0076790253321329755,-0.37122052907943726,-0.21453333894411722,0.009516735871632894,-0.37155302862326306,-0.2144196033477783,-0.003959715366363525,-0.37072685360908514,-0.2479612578948339,-0.009473661581675211,-0.37110652526219684,-0.24804182350635526,-0.015731414159138996,-0.37146828571955365,-0.24821014205614722,0.003211081027984619,-0.36766593158245087,-0.045414787561943094,-0.03161168098449707,-0.36948584020137787,-0.21587984760602308,0.004299759864807129,-0.33341821034749347,-0.16488480816284812,-0.006374975045522054,-0.3348014503717423,-0.21400124331315354,0.010273178418477377,-0.2742239832878113,0.15854303538799278,-0.06970580418904622,-0.27852434416611993,-0.2382095207770665,0.011197110017140707,-0.15072957674662277,0.12089937676986055,-0.09392277399698894,-0.14113451043764752,-0.2406117717425028,0.02821717659632365,-0.1487518648306529,-0.17549120386441544,-0.012301146984100342,-0.15647060672442123,-0.17307782173156736,0.03455287218093872,-0.14063026507695517,-0.22109038631121314,0.014974653720855713,-0.15634309252103176,-0.1911648164192835,0.038629511992136635,-0.1566170950730642,-0.2351619452238082,0.01670151948928833,-0.17940623561541244,-0.19460205982128775,0.030276437600453694,-0.160766214132309,-0.19243298967679343,0.010457515716552734,-0.18137478828430176,-0.16511735320091245,0.0,0.0,0.12577614436546958,-0.04649498065312704,-0.0005917151769002279,-0.1257854451735814,-0.01126613219579061,0.19561344385147095,0.20708208779493964,-0.03886262575785319,0.20339292287826538,-0.1283142914374669,-0.03226848443349203,0.3683636983235677,0.3994759420553842,-0.058489600817362465,0.4057315190633138,-0.029351665948828033,-0.05014916261037191,0.4071734547615052,0.4020994504292805,-0.07275497913360596,0.4330177903175354,-0.027422007173299703,0.01776685317357381,0.42025186618169147,0.2931835850079854,-0.01725284258524577,0.4551304777463277,-0.1851217647393544,1608.0
1761860677.888454,2330,0.003540496031443278,-0.3519338220357895,-0.20921425521373746,0.004754503568013509,-0.37255007525285094,-0.18841940661271409,0.006628731886545817,-0.3731442143519719,-0.18838359912236527,0.008383850256601969,-0.3735740085442862,-0.18826455871264133,-0.004555503527323405,-0.3723058700561524,-0.22281347215175626,-0.009839276472727457,-0.3728553851445516,-0.22289011379082993,-0.015870749950408936,-0.373434379696846,-0.22305599351723984,0.001800080140431722,-0.3701673845450084,-0.025468772898117668,-0.03234124183654785,-0.37202081084251404,-0.202835535009702,0.0033452908198038736,-0.33624103168646496,-0.14051325867573417,-0.007241944471995036,-0.3373476962248485,-0.19117546081542966,0.009087006251017252,-0.2785376061995824,0.17387654383977247,-0.0721575419108073,-0.28093050420284277,-0.22899631659189856,0.008545021216074625,-0.15366037686665854,0.13401412963867182,-0.09771354993184407,-0.14344289898872378,-0.21678228179613748,0.023953994115193684,-0.15013593435287478,-0.176731397708257,-0.013218124707539877,-0.15845469633738202,-0.13469801843166349,0.03000583251317342,-0.14183972279230753,-0.22253962854544315,0.014110743999481201,-0.15792437394460046,-0.15016910930474595,0.034528533617655434,-0.1605041027069092,-0.234430839618047,0.01578672726949056,-0.18132576346397403,-0.15559197713931397,0.025868316491444904,-0.16403760512669888,-0.19331895311673478,0.009262343247731527,-0.18346955378850302,-0.12728229413429892,0.0,0.0,0.12827979028224942,-0.04662938912709554,-0.0014996925989786785,-0.12827024360497788,-0.012688636779785156,0.19630215565363565,0.19452981650829307,-0.0410575270652771,0.2051046093304952,-0.13713255027929935,-0.033119002978006996,0.3704723119735718,0.3921054999033609,-0.06163297096888224,0.4080415765444437,-0.04421213020881017,-0.05200310548146566,0.4068919817606608,0.3870963752269745,-0.07430630922317505,0.4355563322703044,-0.04332650949557614,0.019032378991444904,0.42058326800664264,0.27207384506861365,-0.014613747596740723,0.47248385349909466,-0.20382938285668686,1608.0
1761860677.976863,1418,0.0036683082580566406,-0.35184583564599353,-0.18861234684785202,0.004974424839019775,-0.37262487908204395,-0.1659142722686132,0.006815950075785319,-0.37343782186508184,-0.1659413526455561,0.00853190819422404,-0.3740429977575938,-0.16587004065513608,-0.004166861375172933,-0.3721589843432109,-0.2042174686988195,-0.009208361307779947,-0.3729267766078313,-0.20429012179374692,-0.014959216117858887,-0.37381022175153095,-0.20445522169272098,0.001860181490580241,-0.37114265064398455,-0.009551554918289138,-0.03144498666127523,-0.3729257782300313,-0.18541177113850904,0.003305514653523763,-0.33744007845719654,-0.12337510039408996,-0.0071986714998881025,-0.3383785486221314,-0.17301322023073828,0.008699397246042887,-0.28056104977925617,0.17968538900216416,-0.07310891151428223,-0.28171604871749883,-0.2110762198766072,0.005066573619842529,-0.15552554527918502,0.13694465160369867,-0.09791966279347737,-0.14380421241124478,-0.19300467769304908,0.021418531735738117,-0.1512726744016012,-0.1738137900829315,-0.01316829522450765,-0.15896825989087424,-0.10885178546110784,0.027112682660420735,-0.1433966060479482,-0.2204020321369171,0.01404869556427002,-0.15807464718818667,-0.12238949040571846,0.03183452288309733,-0.16332733631134036,-0.23112409313519797,0.01568947235743205,-0.18177980184555054,-0.12935025741656617,0.023001551628112793,-0.166655311981837,-0.18979419767856595,0.009041368961334229,-0.18404410282770792,-0.10217247654994323,0.0,0.0,0.12724678466717398,-0.046380579471588135,-0.001824796199798584,-0.1272295986612638,-0.013107736905415853,0.19578754901885986,0.1813832074403762,-0.04218149185180664,0.2066972851753235,-0.13732482989629102,-0.03310863176981608,0.37199880679448444,0.36826149622599275,-0.0627635916074117,0.40732010205586744,-0.048230467985073695,-0.0522955060005188,0.4044312834739685,0.3601186176141103,-0.07481880982716878,0.43530982732772827,-0.04791554311911258,0.02104973793029785,0.4192537268002828,0.2461692194143931,-0.01183380683263143,0.47592782974243164,-0.20711236198743177,1441.0
1761860678.051701,1289,0.004013677438100179,-0.3518419663111369,-0.1879534423351287,0.005653321743011475,-0.3728385219971339,-0.16479347646236417,0.007564961910247803,-0.3738154818614325,-0.1648262540499369,0.009314119815826416,-0.37455160915851593,-0.16475771864255265,-0.003644744555155436,-0.372203528881073,-0.201316570242246,-0.008619368076324463,-0.3731167217095693,-0.20138024290402723,-0.014261782169342041,-0.3741916070381801,-0.20153503119945523,0.0026172796885172525,-0.3719922105471294,-0.00816619206064687,-0.030350287755330402,-0.37362351020177215,-0.17260461548964176,0.003789206345876058,-0.3379649817943573,-0.1229730273286501,-0.00680011510848999,-0.33893488844235736,-0.16974323987960815,0.007790287335713704,-0.28252518177032476,0.17674588660399113,-0.07327493031819661,-0.28300401568412786,-0.19699621697266897,0.0026987592379252114,-0.15761320789655053,0.14135656754175818,-0.09759026765823364,-0.1445659498373668,-0.18321933348973587,0.020673036575317383,-0.15268970529238388,-0.15747149288654322,-0.01256634791692098,-0.15986974040667215,-0.10790328184763583,0.026523947715759277,-0.14516059557596844,-0.20219955344994858,0.014464696248372396,-0.15874637166659036,-0.12079253792762752,0.030226369698842365,-0.164004256327947,-0.21337626874446866,0.016124228636423748,-0.18267973264058432,-0.1279644966125488,0.022441546122233074,-0.16759514808654785,-0.1728452295064926,0.009360214074452719,-0.1850359936555227,-0.10163555790980654,0.0,0.0,0.1251184716820716,-0.04599855343500773,-0.0018555919329325359,-0.12510758886734644,-0.013017674287160238,0.19427762428919473,0.17731059094270066,-0.042451838652292885,0.20717511574427286,-0.1401402354240417,-0.03243760267893473,0.37231316169102985,0.3452518681685129,-0.06306246916453044,0.4081217050552368,-0.060955435037612866,-0.051795522371927895,0.40183327595392865,0.34159632523854566,-0.07478813330332439,0.4361405571301778,-0.06139187018076573,0.022534509499867756,0.4176848928133647,0.22945758203665412,-0.012203594048817953,0.4706481496493022,-0.218081921339035,1441.0
1761860678.1358476,1441,0.004293223222096761,-0.3524310092131297,-0.18769035240014387,0.006227711836496989,-0.37342117726802826,-0.16472907861073807,0.008212427298227945,-0.3744969914356868,-0.16476229329903921,0.010007679462432861,-0.37533558905124664,-0.16469269494215646,-0.0032064119974772134,-0.37272467215855926,-0.20024655759334561,-0.00812000036239624,-0.3737013638019562,-0.20030653973420456,-0.013681689898173014,-0.37487516303857177,-0.20045759280522657,0.0034470359484354654,-0.37302930156389874,-0.009416399640031105,-0.029376089572906494,-0.374496564269066,-0.1680724869171778,0.004226585229237874,-0.3388235370318095,-0.12340147296587618,-0.006478548049926758,-0.3397909849882126,-0.16882665952046713,0.006968994935353597,-0.2837028155724208,0.17192541559537244,-0.07336590687433879,-0.2844542811314266,-0.18990632394949591,0.002232154210408529,-0.15861027439435327,0.13879821697870887,-0.09724853436152141,-0.14550676941871646,-0.18084182838598886,0.02057729164759318,-0.1545325815677643,-0.14975880583127335,-0.012195348739624023,-0.16097840666770935,-0.1062335272630055,0.02659157911936442,-0.1475536127885183,-0.19312570492426553,0.014735837777455648,-0.15968679388364157,-0.11777216941118236,0.028680721918741863,-0.16422466437021893,-0.20565346876780186,0.016409913698832195,-0.18376095096270242,-0.1255613366762797,0.022011796633402508,-0.16746405760447183,-0.16422778367996207,0.009516696135203043,-0.1862297753492991,-0.10024141768614447,0.0,0.0,0.12386938432852423,-0.0457763671875,-0.0018957455952962239,-0.12386916826168692,-0.013028780619303385,0.19268486897150675,0.18006187180678046,-0.042681475480397545,0.20758171876271567,-0.1419623345136642,-0.03166759014129639,0.3723943630854289,0.32959685722986853,-0.06322336196899414,0.40863754351933795,-0.06959060082832967,-0.051429927349090576,0.4006866216659546,0.3316774864991505,-0.07486861944198608,0.4368435541788737,-0.0706062627335389,0.02526410420735677,0.416722039381663,0.22720209260781601,-0.013324817021687826,0.46140889326731366,-0.22617983321348822,1441.0
1761860678.2418478,1501,0.004494150479634603,-0.35270658135414124,-0.18471445143222806,0.00661162535349528,-0.3736564765373866,-0.16218699018160496,0.008699278036753336,-0.3747541457414627,-0.16223234931627906,0.010573267936706543,-0.375616913040479,-0.16217641035715738,-0.003044426441192627,-0.37293026347955077,-0.1979016810655593,-0.007979273796081543,-0.37390366196632385,-0.19797236720720923,-0.01354976495107015,-0.37507998943328874,-0.1981300314267476,0.004178245862325032,-0.373397449652354,-0.008757564355619205,-0.028876423835754395,-0.37469088037808745,-0.16557852923870084,0.004769464333852132,-0.3390833834807078,-0.12201046943664547,-0.006201406319936116,-0.34004878997802734,-0.1673652728398641,0.006346166133880615,-0.2838460355997086,0.17294577757517493,-0.0735934575398763,-0.2849037398894629,-0.18710444370905555,0.0032617648442586264,-0.15840471784273785,0.14199978113174436,-0.09707317749659221,-0.14599305391311648,-0.18097473680973053,0.022592405478159588,-0.15594183405240378,-0.1445605903863906,-0.012079636255900065,-0.1614025334517161,-0.11499539514382673,0.029031554857889812,-0.1497389078140259,-0.18766922255357107,0.014812966187795004,-0.159866064786911,-0.1258165414134661,0.0330120325088501,-0.16521940628687543,-0.20108837385972334,0.016540149847666424,-0.18409687280654907,-0.1324439098437627,0.02422483762105306,-0.1680436531702678,-0.15911329785982764,0.009530087312062582,-0.18668628732363388,-0.1084438065687815,0.0,0.0,0.1245754038294156,-0.04549133777618408,-0.0018151601155598958,-0.1245895425478617,-0.013057013352711996,0.1918232242266337,0.18892146150271094,-0.042653421560923256,0.20715133349100748,-0.14652822415033973,-0.031234522660573322,0.3725403944651286,0.34064943591753644,-0.06314579645792644,0.40888311465581256,-0.0801232556502024,-0.05116375287373861,0.4005509416262308,0.34490007162094116,-0.07498886187871297,0.43769057591756194,-0.0816935375332832,0.026423414548238117,0.41690971453984577,0.24184289077917728,-0.013241926829020182,0.4576759338378906,-0.23833057781060532,1501.0
1761860678.347712,1539,0.004615306854248047,-0.35266853868961334,-0.1895266969998677,0.0069364507993062334,-0.37357791264851886,-0.16673823197682694,0.00913079579671224,-0.37468808392683667,-0.16678862273693082,0.01110092798868815,-0.37555984159310657,-0.16673787931601203,-0.0029151042302449546,-0.372838372985522,-0.20230820278326667,-0.007851163546244303,-0.37381065885225934,-0.20238043367862701,-0.013418197631835938,-0.37499169508616137,-0.20254117747147873,0.005147337913513184,-0.37336097657680517,-0.011278769311805506,-0.028295656045277912,-0.37459974984327954,-0.16683866580327353,0.005219260851542155,-0.33906129002571106,-0.12647724896669385,-0.005986769994099935,-0.3400549242893855,-0.1715731670459111,0.0066032608350118,-0.2833225329717001,0.1732136011123657,-0.07375842332839966,-0.2849849164485932,-0.1869821945826212,0.005476891994476318,-0.1565573811531067,0.14415993789831794,-0.09696131944656372,-0.14629186193148297,-0.18505692978700003,0.02487357457478841,-0.1555778781572978,-0.1417622864246368,-0.012151698271433512,-0.16160062948862713,-0.1287991156180699,0.03160341580708822,-0.15003967285156253,-0.1848734716574351,0.01487112045288086,-0.15973578890164694,-0.1409662043054898,0.03846595684687296,-0.16478759050369263,-0.19898112614949537,0.01666581630706787,-0.18430880705515543,-0.1471573859453201,0.027391552925109863,-0.16748806834220895,-0.15647318462530765,0.009560823440551758,-0.1869924267133077,-0.12224522233009334,0.0,0.0,0.12516358246405915,-0.045112272103627525,-0.0017343560854593913,-0.12517996132373807,-0.013019124666849772,0.19121573368708292,0.19733393192291257,-0.042572736740112305,0.20648535092671713,-0.15079980095227555,-0.030819356441497803,0.3725632429122925,0.3530278305212657,-0.06292299429575603,0.4089813232421875,-0.087354136010011,-0.050976316134134926,0.4007759888966878,0.3585320512453715,-0.07501057783762614,0.43866034348805744,-0.08945454160372408,0.027351280053456623,0.4169910748799642,0.25610549251238496,-0.013159255186716715,0.45673950513203937,-0.2496917347113291,1501.0
1761860678.4676,1613,0.004672149817148845,-0.3522843370834987,-0.197003682454427,0.007202903429667155,-0.37312870224316924,-0.17347520589828488,0.009510437647501627,-0.37425526479880017,-0.1735235651334126,0.011580745379130045,-0.37514743705590564,-0.17347102860609687,-0.00284882386525472,-0.37238022188345593,-0.20846284925937653,-0.00777598222096761,-0.37334820131460833,-0.20852713783582047,-0.013327081998189291,-0.3745241860548656,-0.2086841364701589,0.006164292494455974,-0.37298613786697393,-0.013370198818544505,-0.027763883272806805,-0.3741748283306758,-0.16698827842871344,0.0056591033935546875,-0.3387122352917989,-0.13258463144302365,-0.005779763062795003,-0.3397193799416225,-0.1771389295657475,0.006948033968607585,-0.28254382312297827,0.17444913089275357,-0.07395044962565105,-0.2846470028162003,-0.18757659693559006,0.007218380769093831,-0.153566579023997,0.157723660270373,-0.09697745243708293,-0.14635772506395975,-0.20875608921051025,0.02822585900624593,-0.15222104390462243,-0.11570314566294347,-0.012285947799682617,-0.16168211897214255,-0.19202211499214164,0.03496478001276652,-0.14910571773846945,-0.1561963359514872,0.014912287394205729,-0.15935741861661276,-0.2109540452559789,0.043711682160695396,-0.16394413510958353,-0.1729177087545394,0.01681796709696452,-0.18443238735198975,-0.21423928439617154,0.032023866971333824,-0.16683097680409753,-0.13175994157791132,0.009653488794962565,-0.18723047773043314,-0.1854753345251083,0.0,0.0,0.12606484194596604,-0.0448485811551412,-0.0016286373138427734,-0.1260758837064107,-0.013022363185882568,0.19113117456436157,0.20852072040239966,-0.042458017667134605,0.20563308397928873,-0.1626284966866175,-0.030652483304341633,0.37238983313242596,0.3705381751060486,-0.06278963883717854,0.40931085745493573,-0.10967931648095446,-0.05070106188456217,0.4005783796310425,0.37699363629023236,-0.07504856586456299,0.4399140477180481,-0.11305550734202063,0.027130524317423504,0.4169414242108663,0.2729047536849975,-0.013494014739990234,0.45774654547373456,-0.2781428595383962,1539.0
1761860678.571232,1469,0.004676699638366699,-0.351847733060519,-0.19295780360698692,0.007428646087646484,-0.37260287503401446,-0.16892541944980613,0.009784579277038574,-0.3737419396638871,-0.1689527680476506,0.011901716391245524,-0.37465066214402515,-0.16887632509072623,-0.0026801427205403647,-0.37184381981690723,-0.2035674502452214,-0.007546047369639079,-0.3727982888619106,-0.2036122033993403,-0.01301876703898112,-0.3739578028519948,-0.2037538836399714,0.006845951080322266,-0.3725321292877197,-0.007872278646876405,-0.02718488375345866,-0.3736996253331502,-0.16278319060802457,0.005800426006317139,-0.33834220468997955,-0.1277704959114392,-0.005690852801005046,-0.339379886786143,-0.17246483763058973,0.007024546464284261,-0.28188789387543994,0.17759630084037772,-0.07415137688318889,-0.2842960904041926,-0.18565979599952695,0.009939253330230713,-0.15097017089525863,0.1612173070510228,-0.09708658854166667,-0.14601843555768332,-0.21963041027386984,0.02983127037684123,-0.15262752771377566,-0.1052369872728983,-0.012144545714060465,-0.1619336009025574,-0.2079487144947052,0.036570608615875244,-0.15134264032046005,-0.14595846335093177,0.015055576960245768,-0.1593410472075145,-0.22924610475699106,0.044494847456614174,-0.16602053244908652,-0.16414783895015714,0.017038921515146892,-0.1849130392074585,-0.23154402275880173,0.03467665115992228,-0.1673300862312317,-0.12204974889755243,0.009795943895975748,-0.1876258651415507,-0.20148646831512448,0.0,0.0,0.12641668319702146,-0.04469839731852213,-0.0015620986620585124,-0.12642334898312885,-0.013148347536722818,0.19112205505371094,0.215442215402921,-0.04250526428222656,0.2052039901415507,-0.16953273614247635,-0.03065592050552368,0.3726994792620341,0.37827642758687335,-0.0628339449564616,0.41062210003534955,-0.12744787832101181,-0.050338407357533775,0.4004555344581604,0.3850059509277344,-0.07510544856389363,0.4414630929629007,-0.131947415570418,0.02675946553548177,0.41685283184051514,0.28194075822830195,-0.01499025026957194,0.4602338870366414,-0.2974402109781901,1539.0
1761860678.6454966,1631,0.004715164502461751,-0.3515475243330002,-0.1824289460976918,0.007596512635548909,-0.3721544394890468,-0.15872407952944434,0.009937564531962076,-0.37330501278241485,-0.158738891283671,0.012050747871398926,-0.3742303401231766,-0.1586482177178065,-0.0024167895317077637,-0.3713909884293874,-0.194001813729604,-0.007192492485046387,-0.3723326673110326,-0.19404374063014984,-0.012549638748168945,-0.3734777569770813,-0.19418188432852423,0.007121026515960693,-0.37216444313526154,-0.001979302770147738,-0.026610950628916424,-0.3733444809913635,-0.15990121165911353,0.005802651246388753,-0.33816200494766235,-0.1187628159920374,-0.005600889523824056,-0.339248130718867,-0.16448030372460679,0.006964743137359619,-0.28159569203853607,0.17835415899753568,-0.07439498106638591,-0.28401233255863195,-0.18646299342314399,0.010559956232706705,-0.1502983669439952,0.16451280315717054,-0.0972943902015686,-0.1458196441332499,-0.22789737085501352,0.030067920684814453,-0.15304098526636764,-0.09380373855431871,-0.012043337027231852,-0.16244165102640792,-0.20531839132308957,0.036821107069651283,-0.15246035655339565,-0.13721907138824455,0.015069464842478434,-0.15967571735382083,-0.2252858976523081,0.0422819455464681,-0.16708675026893616,-0.15692090491453803,0.017120460669199627,-0.18550393978754678,-0.22568708161513004,0.03447538614273071,-0.16684187451998392,-0.1121667623519897,0.009878158569335938,-0.18806015451749167,-0.19793875515460965,0.0,0.0,0.12685460845629373,-0.0446246862411499,-0.0015038251876831055,-0.12686668833096815,-0.013351142406463623,0.1911477247873942,0.2245551099379857,-0.04263623555501302,0.20537195603052774,-0.171658103664716,-0.030583699544270832,0.37275463342666626,0.38872788349787396,-0.06298939387003581,0.41230754057566327,-0.13668050368626905,-0.04985944430033366,0.40002240737279254,0.39577775200208026,-0.07520763079325359,0.4431822697321574,-0.141643613576889,0.026488105456034344,0.41683955987294513,0.295814295609792,-0.016486366589864094,0.46260571479797363,-0.3048748771349589,1469.0
